ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Prob
ALL_BATCH_6.2179.2_ORF_1	1419	+	2	455	1303	849	0.9614	0.917587120204239	0.999999977736715
ALL_BATCH_6.2179.2_ORF_2	1419	+	1	76	420	345	0.7595	1.14492824502689	0.943704578250276
ALL_BATCH_6.2179.2_ORF_3	1419	-	3	1030	848	183	0.8694	-0.0462007389800811	0.00916722222902666
ALL_BATCH_6.2179.2_ORF_4	1419	+	3	885	1046	162	1.0098	0.172008574983558	0.00916796910321361
ALL_BATCH_6.2179.2_ORF_5	1419	-	3	733	614	120	1.0868	-0.0349498208950306	0.00174534567981106
ALL_BATCH_6.2179.3_ORF_1	1164	+	2	200	1048	849	0.9614	0.917587120204239	0.999999994385564
ALL_BATCH_6.2179.3_ORF_2	1164	-	3	775	593	183	0.8694	-0.0462007389800811	0.0353893468770298
ALL_BATCH_6.2179.3_ORF_3	1164	+	3	630	791	162	1.0098	0.172008574983558	0.0353921538161317
ALL_BATCH_6.2179.3_ORF_4	1164	-	3	478	359	120	1.0868	-0.0349498208950306	0.00688529611877047
ALL_BATCH_6.2179.3_ORF_5	1164	+	3	510	626	117	1.1158	-0.541542154275164	0.0020269720563239
ALL_BATCH_6.2181.3_ORF_1	2711	+	3	339	2357	2019	0.9614	1.18697653241511	1
ALL_BATCH_6.2181.3_ORF_2	2711	+	1	1066	1257	192	1.0264	-0.0335848549357467	1.34187720782377e-05
ALL_BATCH_6.2181.3_ORF_3	2711	-	3	330	190	141	0.7172	0.603985694764733	9.44491946623047e-06
ALL_BATCH_6.2181.3_ORF_4	2711	+	1	1675	1785	111	1.0252	0.163060568604356	1.84905805546124e-06
ALL_BATCH_6.2181.3_ORF_5	2711	+	1	1369	1476	108	1.0208	0.143488498625793	1.60887579032539e-06
ALL_BATCH_6.2181.4_ORF_1	2684	+	3	312	2330	2019	0.9614	1.18697653241511	1
ALL_BATCH_6.2181.4_ORF_2	2684	+	1	1039	1230	192	1.0264	-0.0335848549357467	1.55259964827084e-05
ALL_BATCH_6.2181.4_ORF_3	2684	-	3	303	187	117	0.7465	0.46161968829406	3.93644916455035e-06
ALL_BATCH_6.2181.4_ORF_4	2684	+	1	1648	1758	111	1.0252	0.163060568604356	2.13942981205691e-06
ALL_BATCH_6.2181.4_ORF_5	2684	+	1	1342	1449	108	1.0208	0.143488498625793	1.86152995541694e-06
ALL_BATCH_6.2181.5_ORF_1	2619	+	1	247	2265	2019	0.9614	1.18697653241511	1
ALL_BATCH_6.2181.5_ORF_2	2619	+	2	974	1165	192	1.0264	-0.0335848549357467	2.20576977698458e-05
ALL_BATCH_6.2181.5_ORF_3	2619	+	2	1583	1693	111	1.0252	0.163060568604356	3.03949327923485e-06
ALL_BATCH_6.2181.5_ORF_4	2619	+	2	1277	1384	108	1.0208	0.143488498625793	2.64468056778785e-06
ALL_BATCH_6.2181.5_ORF_5	2619	+	2	1706	1807	102	1.0098	0.0861104516276484	1.91618307293578e-06
ALL_BATCH_6.2194.1_ORF_1	2716	-	3	2105	981	1125	0.936	1.13360209844714	0.999999996154132
ALL_BATCH_6.2194.1_ORF_2	2716	+	3	690	896	207	0.6582	0.81789626076794	0.000103337056070671
ALL_BATCH_6.2194.1_ORF_3	2716	+	3	1245	1385	141	0.9826	-0.0744675514418502	2.46838295402147e-06
ALL_BATCH_6.2194.1_ORF_4	2716	+	2	1010	1129	120	0.978	0.00585441171599735	1.57333623815539e-06
ALL_BATCH_6.2194.1_ORF_5	2716	-	1	1360	1241	120	0.9489	0.00815865098852898	1.53986589601837e-06
ALL_BATCH_6.2196.1_ORF_1	6719	+	3	987	2603	1617	0.869	0.875597206911762	0.999993025723414
ALL_BATCH_6.2196.1_ORF_2	6719	-	3	4023	2896	1128	1.0112	1.10700517776027	0.10422971550053
ALL_BATCH_6.2196.1_ORF_3	6719	+	2	3206	3739	534	0.9431	0.65948044645581	6.97699512867534e-10
ALL_BATCH_6.2196.1_ORF_4	6719	-	3	5334	4888	447	1.0118	0.585949757957256	4.60165649205169e-11
ALL_BATCH_6.2196.1_ORF_5	6719	-	1	4637	4416	222	1.0418	1.12237299246382	1.88551434913258e-13
ALL_BATCH_6.2199.1_ORF_1	2012	-	3	1890	220	1671	0.869	0.88008615479116	1
ALL_BATCH_6.2199.1_ORF_2	2012	+	1	541	735	195	0.8694	0.0897435992022384	0.000735935162384303
ALL_BATCH_6.2199.1_ORF_3	2012	+	3	306	488	183	0.3989	0.299215515267823	0.000538647392019183
ALL_BATCH_6.2199.1_ORF_4	2012	+	2	1226	1369	144	0.9132	1.07173072047346	0.00158096700120161
ALL_BATCH_6.2199.1_ORF_5	2012	-	1	1553	1434	120	0.7831	0.155720004683139	8.32061884626889e-05
ALL_BATCH_6.2196.4_ORF_1	2551	+	2	1550	2551	1002	0.8921	0.777802285537161	0.999999850377774
ALL_BATCH_6.2196.4_ORF_2	2551	+	3	15	209	195	0.5367	0.848419276892475	0.000168537111039968
ALL_BATCH_6.2196.4_ORF_3	2551	-	1	2245	2051	195	0.8694	0.0897435992022384	4.00438342886415e-05
ALL_BATCH_6.2196.4_ORF_4	2551	-	3	2480	2298	183	0.3989	0.299215515267823	2.93035065344015e-05
ALL_BATCH_6.2196.4_ORF_5	2551	-	2	864	685	180	0.6861	0.522378988988836	5.82632346269354e-05
ALL_BATCH_6.2203.1_ORF_1	991	-	2	252	118	135	0.5232	0.371583892535527	0.040271599346509
ALL_BATCH_6.2203.1_ORF_2	991	-	3	137	9	129	0.8396	0.38646874386819	0.0462816735061885
ALL_BATCH_6.2203.1_ORF_3	991	-	2	507	400	108	0.8349	0.280000886874899	0.0197357849434487
ALL_BATCH_6.2203.1_ORF_4	991	+	1	493	597	105	0.736	0.708456200765125	0.0430316934286862
ALL_BATCH_6.2203.1_ORF_5	991	+	2	710	811	102	0.6795	0.919293583049143	0.0595583560416412
ALL_BATCH_6.2208.1_ORF_1	547	-	3	404	279	126	0.922	0.668800323224563	0.501923610402598
ALL_BATCH_6.2208.1_ORF_2	547	+	3	444	545	102	0.9443	0.341584640910829	0.190823518541939
ALL_BATCH_6.2208.1_ORF_3	547	+	1	397	480	84	0.4155	0.590498592688158	0.130086348044059
ALL_BATCH_6.2208.1_ORF_4	547	+	3	291	368	78	0.814	0.182259596396125	0.0658847606766405
ALL_BATCH_6.2209.1_ORF_1	1139	+	1	490	987	498	0.8657	1.28518828146519	0.999912815702628
ALL_BATCH_6.2209.1_ORF_2	1139	+	2	635	742	108	0.7226	0.775703000976622	0.0248663595060292
ALL_BATCH_6.2211.1_ORF_1	2831	+	2	839	2659	1821	0.9768	1.21301737054207	1
ALL_BATCH_6.2211.1_ORF_2	2831	-	2	2212	1937	276	1.035	0.272410998677846	0.000178103437873337
ALL_BATCH_6.2211.1_ORF_3	2831	+	3	1875	2036	162	1.0432	0.622899255048058	1.30870361926458e-05
ALL_BATCH_6.2211.1_ORF_4	2831	+	2	395	520	126	0.6228	0.568668381322249	2.66064473112184e-06
ALL_BATCH_6.2211.1_ORF_5	2831	-	2	1579	1460	120	0.7951	-0.180896138868376	4.64996194154513e-07
ALL_BATCH_6.2220.1_ORF_1	3626	+	3	2049	3347	1299	0.8657	0.991306906911249	0.999999995826284
ALL_BATCH_6.2220.1_ORF_2	3626	-	2	2992	2768	225	0.8628	0.731458884614148	1.28705370008405e-06
ALL_BATCH_6.2220.1_ORF_3	3626	-	3	732	520	213	0.6303	0.616377718509235	5.56171989454716e-07
ALL_BATCH_6.2220.1_ORF_4	3626	-	1	1784	1614	171	0.7341	0.332758365251708	9.03181681330775e-08
ALL_BATCH_6.2220.1_ORF_5	3626	-	3	2457	2314	144	0.7723	0.380030791164468	4.63498687531847e-08
ALL_BATCH_6.2220.2_ORF_1	3399	+	2	1436	3247	1812	0.8657	1.02395277424246	1
ALL_BATCH_6.2220.2_ORF_2	3399	-	1	2892	2668	225	0.8628	0.731458884614148	4.3871712777573e-06
ALL_BATCH_6.2220.2_ORF_3	3399	-	1	732	520	213	0.6303	0.616377718509235	1.89582305156917e-06
ALL_BATCH_6.2220.2_ORF_4	3399	-	3	1684	1514	171	0.7341	0.332758365251708	3.07867818774551e-07
ALL_BATCH_6.2220.2_ORF_5	3399	-	2	2357	2214	144	0.7723	0.380030791164468	1.57992957560351e-07
ALL_BATCH_6.2220.3_ORF_1	3456	+	2	1493	3304	1812	0.8657	1.02395277424246	1
ALL_BATCH_6.2220.3_ORF_2	3456	-	1	2949	2725	225	0.8628	0.731458884614148	3.22441717356946e-06
ALL_BATCH_6.2220.3_ORF_3	3456	-	1	732	520	213	0.6303	0.616377718509235	1.39336259793977e-06
ALL_BATCH_6.2220.3_ORF_4	3456	-	3	1741	1571	171	0.7341	0.332758365251708	2.26271815239052e-07
ALL_BATCH_6.2220.3_ORF_5	3456	-	2	2414	2271	144	0.7723	0.380030791164468	1.16119157969877e-07
ALL_BATCH_6.2243.1_ORF_1	3147	+	3	72	593	522	1.136	1.22119767478476	0.33675006570947
ALL_BATCH_6.2243.1_ORF_2	3147	-	1	588	439	150	1.0698	-0.405756320279263	1.59511160381437e-07
ALL_BATCH_6.2243.1_ORF_3	3147	-	2	1946	1806	141	0.5519	0.613358469712191	7.86137245416913e-07
ALL_BATCH_6.2243.1_ORF_4	3147	+	1	430	564	135	1.1755	-0.814947286616727	4.37488387153961e-08
ALL_BATCH_6.2243.1_ORF_5	3147	+	2	1187	1312	126	0.8617	0.467813553143474	4.76942142928844e-07
ALL_BATCH_6.2252.2_ORF_1	1492	-	3	617	495	123	0.6058	0.0932464059935161	0.00111070600783377
ALL_BATCH_6.2252.2_ORF_2	1492	+	1	715	825	111	0.6889	0.545242303816962	0.0023600833307641
ALL_BATCH_6.2252.2_ORF_3	1492	-	3	98	3	96	1.0124	0.501618812523302	0.00183373658533601
ALL_BATCH_6.2252.2_ORF_4	1492	+	2	341	433	93	0.5234	-0.0477275026624241	0.000302661251893512
ALL_BATCH_6.2252.2_ORF_5	1492	-	1	1144	1061	84	0.7423	1.09306394741649	0.00387479538517911
ALL_BATCH_6.2256.2_ORF_1	2344	+	1	319	507	189	1.0504	0.712031866485082	0.000504974850624274
ALL_BATCH_6.2256.2_ORF_2	2344	-	1	475	290	186	0.8863	-0.0626361780091906	6.69039862812581e-05
ALL_BATCH_6.2256.2_ORF_3	2344	+	1	1936	2097	162	0.7013	0.913111160072764	0.000258387838992902
ALL_BATCH_6.2256.2_ORF_4	2344	+	3	1590	1706	117	0.4878	0.617333244165952	2.78460851265996e-05
ALL_BATCH_6.2256.2_ORF_5	2344	+	2	434	532	99	0.4023	-0.0765568712166662	3.04208469118505e-06
ALL_BATCH_6.2257.1_ORF_1	2544	+	2	449	616	168	0.6042	0.218716276822137	1.94735607971864e-05
ALL_BATCH_6.2257.1_ORF_2	2544	-	2	716	576	141	0.6392	0.463397990572109	1.56850809287399e-05
ALL_BATCH_6.2257.1_ORF_3	2544	+	1	346	483	138	0.5115	0.0200712863589589	4.60016925556468e-06
ALL_BATCH_6.2257.1_ORF_4	2544	+	3	855	986	132	0.7863	0.365761365145888	1.09513637410161e-05
ALL_BATCH_6.2257.1_ORF_5	2544	+	2	770	898	129	0.6552	0.279171267780872	7.26896743748138e-06
ALL_BATCH_6.2257.2_ORF_1	2495	+	2	449	616	168	0.6042	0.218716276822137	2.53750561033304e-05
ALL_BATCH_6.2257.2_ORF_2	2495	-	1	716	576	141	0.6392	0.463397990572109	2.04384945138593e-05
ALL_BATCH_6.2257.2_ORF_3	2495	+	1	346	483	138	0.5115	0.0200712863589589	5.99428529382122e-06
ALL_BATCH_6.2257.2_ORF_4	2495	+	3	855	986	132	0.7863	0.365761365145888	1.42702297719033e-05
ALL_BATCH_6.2257.2_ORF_5	2495	+	2	770	898	129	0.6552	0.279171267780872	9.47187526147975e-06
ALL_BATCH_6.2261.1_ORF_1	1303	+	2	827	1213	387	0.8731	1.09825391327066	0.991028500200024
ALL_BATCH_6.2261.1_ORF_2	1303	-	2	1038	808	231	1.0092	0.723722657362569	0.328218359509987
ALL_BATCH_6.2261.1_ORF_3	1303	+	3	1056	1175	120	1.2028	0.582555529240159	0.0148278017202167
ALL_BATCH_6.2261.1_ORF_4	1303	-	3	1133	1032	102	0.7057	0.14409161286079	0.00202031034018598
ALL_BATCH_6.2261.1_ORF_5	1303	-	2	699	607	93	0.6749	0.583070266392401	0.00410173233513699
ALL_BATCH_6.2269.2_ORF_1	1367	+	2	449	1153	705	1.0328	1.03519157643561	0.999999092200903
ALL_BATCH_6.2269.2_ORF_2	1367	+	1	4	417	414	0.9416	1.13385351528084	0.995105772639344
ALL_BATCH_6.2269.2_ORF_3	1367	+	3	525	704	180	1.0538	0.253239818279391	0.0257293578477698
ALL_BATCH_6.2269.2_ORF_4	1367	-	1	944	780	165	0.9472	-0.234838045863626	0.00494447292395404
ALL_BATCH_6.2269.2_ORF_5	1367	-	3	396	316	81	1.0193	-0.316605532327981	0.000352886979886016
ALL_BATCH_6.2269.3_ORF_1	1403	+	2	485	1189	705	1.0328	1.03519157643561	0.999998897310706
ALL_BATCH_6.2269.3_ORF_2	1403	+	1	4	336	333	0.7935	1.14557739380193	0.929433486999464
ALL_BATCH_6.2269.3_ORF_3	1403	+	3	561	740	180	1.0538	0.253239818279391	0.0212786896007839
ALL_BATCH_6.2269.3_ORF_4	1403	-	1	980	816	165	0.9472	-0.234838045863626	0.00407414234512187
ALL_BATCH_6.2269.3_ORF_5	1403	-	3	432	316	117	1.116	0.258016633027201	0.00349649030202624
ALL_BATCH_6.2270.1_ORF_1	2389	+	2	1952	2389	438	0.8709	1.17325995604682	0.631789165421389
ALL_BATCH_6.2270.1_ORF_2	2389	-	2	1230	1090	141	0.6358	0.821941142520717	8.23462824411993e-05
ALL_BATCH_6.2270.1_ORF_3	2389	-	3	116	3	114	0.8811	0.487606366925166	2.12749710306804e-05
ALL_BATCH_6.2270.1_ORF_4	2389	+	2	1280	1366	87	0.8996	0.942063089523501	2.73335514587259e-05
ALL_BATCH_6.2278.1_ORF_1	4659	-	2	4562	2685	1878	1.0769	1.05667080028133	1
ALL_BATCH_6.2278.1_ORF_2	4659	-	3	874	167	708	0.9428	1.04810782609612	0.0211369915277119
ALL_BATCH_6.2278.1_ORF_3	4659	+	1	4000	4599	600	1.2028	0.621075067842073	0.000400983289025595
ALL_BATCH_6.2278.1_ORF_4	4659	-	3	4621	4406	216	1.1292	-0.344282128313874	3.99348877014951e-10
ALL_BATCH_6.2278.1_ORF_5	4659	+	1	2365	2511	147	0.8272	0.28696639348481	1.62409683041365e-10
ALL_BATCH_6.2278.2_ORF_1	4515	-	2	4418	2541	1878	1.0769	1.05667080028133	1
ALL_BATCH_6.2278.2_ORF_2	4515	-	3	874	167	708	0.9428	1.04810782609612	0.0448978026165058
ALL_BATCH_6.2278.2_ORF_3	4515	+	1	3856	4455	600	1.2028	0.621075067842073	0.000872519904200134
ALL_BATCH_6.2278.2_ORF_4	4515	-	3	4477	4262	216	1.1292	-0.344282128313874	8.69373609622136e-10
ALL_BATCH_6.2278.2_ORF_5	4515	+	1	2221	2367	147	0.8272	0.28696639348481	3.53562262345732e-10
ALL_BATCH_6.2278.5_ORF_1	4604	-	2	4507	2630	1878	1.0769	1.05667080028133	1
ALL_BATCH_6.2278.5_ORF_2	4604	-	2	874	167	708	0.9428	1.04810782609612	0.0282436042228037
ALL_BATCH_6.2278.5_ORF_3	4604	+	3	3945	4544	600	1.2028	0.621075067842073	0.000539644156352352
ALL_BATCH_6.2278.5_ORF_4	4604	-	3	4566	4351	216	1.1292	-0.344282128313874	5.37519123912288e-10
ALL_BATCH_6.2278.5_ORF_5	4604	+	3	2310	2456	147	0.8272	0.28696639348481	2.18601617720726e-10
ALL_BATCH_6.2293.1_ORF_1	1014	+	1	1	864	864	0.7917	0.975942824734909	0.999999998373188
ALL_BATCH_6.2293.1_ORF_2	1014	+	2	311	436	126	1.0266	0.0186200309060515	0.0195849753432485
ALL_BATCH_6.2293.1_ORF_3	1014	+	2	791	877	87	0.99	0.707618164664004	0.0283400518483555
ALL_BATCH_6.2293.1_ORF_4	1014	+	2	887	970	84	0.9443	1.1083590489962	0.0603198315650734
ALL_BATCH_6.2297.1_ORF_1	1139	+	1	340	642	303	0.868	1.18407779496797	0.963040804240701
ALL_BATCH_6.2297.1_ORF_2	1139	-	3	762	655	108	0.5203	1.69142104829682	0.147956221291847
ALL_BATCH_6.2297.1_ORF_3	1139	-	2	898	797	102	0.7741	0.477698409223847	0.011131740725353
ALL_BATCH_6.2297.1_ORF_4	1139	+	3	873	965	93	0.3698	0.571815921073568	0.00729609714976008
ALL_BATCH_6.2297.3_ORF_1	1263	+	1	340	591	252	0.6737	1.04649380075048	0.63724970746584
ALL_BATCH_6.2297.3_ORF_2	1263	-	3	814	707	108	0.5203	1.69142104829682	0.081614360982897
ALL_BATCH_6.2297.3_ORF_3	1263	-	2	950	849	102	0.7741	0.477698409223847	0.0057279609801217
ALL_BATCH_6.2297.3_ORF_4	1263	+	1	925	1017	93	0.3698	0.571815921073568	0.0037472321453572
ALL_BATCH_6.2298.2_ORF_1	448	+	3	42	194	153	0.8337	0.709596322524769	0.796720228075174
ALL_BATCH_6.2298.2_ORF_2	448	+	3	243	332	90	0.947	-0.124399359269907	0.0879629090796427
ALL_BATCH_6.2298.2_ORF_3	448	-	2	258	175	84	0.4517	0.429963274926176	0.154335714880076
ALL_BATCH_6.2299.1_ORF_1	1151	-	1	752	639	114	0.7281	0.430869822766488	0.0128540567570946
ALL_BATCH_6.2299.1_ORF_2	1151	+	1	682	780	99	0.7565	0.382844696150298	0.00757040534150754
ALL_BATCH_6.2299.1_ORF_3	1151	+	2	767	859	93	0.6213	0.595148811523939	0.00907891308521997
ALL_BATCH_6.2299.1_ORF_4	1151	-	1	143	60	84	0.7437	0.911589979139996	0.0159380075214099
ALL_BATCH_6.2299.2_ORF_1	1148	-	1	140	12	129	0.4532	0.934013531019868	0.0487446458547206
ALL_BATCH_6.2299.2_ORF_2	1148	-	1	749	636	114	0.7281	0.430869822766488	0.0130613370143839
ALL_BATCH_6.2299.2_ORF_3	1148	+	1	679	777	99	0.7565	0.382844696150298	0.00769314719786065
ALL_BATCH_6.2299.2_ORF_4	1148	+	2	764	856	93	0.6213	0.595148811523939	0.00922588558235637
ALL_BATCH_6.2299.3_ORF_1	1014	-	1	615	502	114	0.7281	0.430869822766488	0.0265701517511921
ALL_BATCH_6.2299.3_ORF_2	1014	+	2	545	643	99	0.7565	0.382844696150298	0.0157383970620728
ALL_BATCH_6.2299.3_ORF_3	1014	+	3	630	722	93	0.6213	0.595148811523939	0.018843586390866
ALL_BATCH_6.2300.1_ORF_1	1438	-	2	597	469	129	0.6817	1.35733847400221	0.0337485762482028
ALL_BATCH_6.2300.1_ORF_2	1438	-	1	280	164	117	0.6769	0.63149832408369	0.00455228748288593
ALL_BATCH_6.2300.1_ORF_3	1438	-	1	841	755	87	0.9858	0.725518749032934	0.0030545925070156
ALL_BATCH_6.2301.4_ORF_1	1978	+	1	1	891	891	0.8229	1.14784524280149	0.999999913537671
ALL_BATCH_6.2301.4_ORF_2	1978	+	2	146	280	135	0.9966	0.796676865436224	0.000832588999516901
ALL_BATCH_6.2301.4_ORF_3	1978	-	2	318	190	129	0.6261	-0.156644804824483	5.53034849221833e-05
ALL_BATCH_6.2301.4_ORF_4	1978	+	2	1397	1516	120	0.8157	0.771036137769047	0.000423644743369008
ALL_BATCH_6.2301.4_ORF_5	1978	+	2	791	901	111	0.7113	0.963490426006348	0.000457020500422772
ALL_BATCH_6.2302.1_ORF_1	2276	-	3	864	355	510	0.8657	0.965181032481705	0.944268579933999
ALL_BATCH_6.2302.1_ORF_2	2276	-	2	1288	899	390	0.7074	1.0234749743233	0.312995719530158
ALL_BATCH_6.2302.1_ORF_3	2276	-	3	1155	1021	135	0.8087	0.703908704853187	0.000113194229275114
ALL_BATCH_6.2302.1_ORF_4	2276	+	2	2135	2260	126	0.8157	0.332577593779898	3.70349755237617e-05
ALL_BATCH_6.2302.1_ORF_5	2276	+	1	679	762	84	0.7788	0.000281990447155592	4.72423664402986e-06
ALL_BATCH_6.2305.1_ORF_1	1432	+	3	843	947	105	0.8195	0.607528905199267	0.00354263372586627
ALL_BATCH_6.2305.1_ORF_2	1432	+	3	75	173	99	0.4952	0.866054897402475	0.00397392047412387
ALL_BATCH_6.2305.1_ORF_3	1432	+	2	929	1018	90	0.482	0.585686685208141	0.00157664685000495
ALL_BATCH_6.2305.1_ORF_4	1432	+	3	633	722	90	0.897	1.16139325074244	0.00861569711197436
ALL_BATCH_6.2305.1_ORF_5	1432	+	1	1045	1131	87	0.6167	0.932028984087159	0.00360825065437107
ALL_BATCH_6.2297.4_ORF_1	645	+	1	196	498	303	0.868	1.18407779496797	0.99734602505867
ALL_BATCH_6.2297.4_ORF_2	645	+	1	547	645	99	0.9965	0.591305505986764	0.191207276179018
ALL_BATCH_6.2297.4_ORF_3	645	-	2	614	537	78	0.9392	0.778552430403772	0.15507587728126
ALL_BATCH_6.2312.2_ORF_1	856	+	2	458	616	159	0.9418	0.582928747988582	0.2995168910838
ALL_BATCH_6.2318.1_ORF_1	3869	+	3	960	2408	1449	0.957	1.11109434989894	0.999999999880338
ALL_BATCH_6.2318.1_ORF_2	3869	-	1	3095	2781	315	1.1854	1.12172128944475	1.70607812169285e-05
ALL_BATCH_6.2318.1_ORF_3	3869	-	1	3458	3198	261	1.1691	1.12351590924547	3.33346749009652e-06
ALL_BATCH_6.2318.1_ORF_4	3869	-	2	2308	2147	162	1.1016	0.663290208280728	5.56105001431405e-08
ALL_BATCH_6.2318.1_ORF_5	3869	-	3	1080	934	147	0.9462	-0.190376592065336	4.31763419205313e-09
ALL_BATCH_6.2320.1_ORF_1	2181	+	1	40	210	171	0.8417	0.719377461306173	0.000595292702397018
ALL_BATCH_6.2320.1_ORF_2	2181	+	2	329	499	171	0.5084	0.438742341694815	0.000229861195428235
ALL_BATCH_6.2320.1_ORF_3	2181	-	1	1074	928	147	0.7783	0.229582507761986	8.86423618343034e-05
ALL_BATCH_6.2320.1_ORF_4	2181	+	2	794	931	138	0.9585	0.578884533044063	0.000178212006169316
ALL_BATCH_6.2320.1_ORF_5	2181	-	1	1722	1636	87	0.992	0.100750122708087	1.32404742753175e-05
ALL_BATCH_6.2320.2_ORF_1	2281	+	1	40	210	171	0.8417	0.719377461306173	0.000346910669565914
ALL_BATCH_6.2320.2_ORF_2	2281	+	2	329	499	171	0.5084	0.438742341694815	0.000133932663773406
ALL_BATCH_6.2320.2_ORF_3	2281	-	1	1174	1028	147	0.7783	0.229582507761986	5.16459849470183e-05
ALL_BATCH_6.2320.2_ORF_4	2281	-	1	1822	1736	87	0.992	0.100750122708087	7.71409741162638e-06
ALL_BATCH_6.2320.2_ORF_5	2281	-	2	564	478	87	0.6167	0.181354855921282	6.57111963321472e-06
ALL_BATCH_6.2333.1_ORF_1	2283	+	3	909	2255	1347	0.7917	1.05976696063015	0.999999999999362
ALL_BATCH_6.2333.1_ORF_2	2283	-	3	1819	1481	339	0.635	0.555740589298737	0.0293848359174452
ALL_BATCH_6.2333.1_ORF_3	2283	-	2	404	285	120	0.4532	0.914947762987338	8.13243593034334e-05
ALL_BATCH_6.2333.1_ORF_4	2283	-	3	268	158	111	0.7132	1.02748862979607	0.000102126102822587
ALL_BATCH_6.2333.1_ORF_5	2283	-	1	546	448	99	0.8742	0.97514294386484	7.32425458530996e-05
ALL_BATCH_6.2336.2_ORF_1	1958	+	3	1062	1697	636	0.8964	1.27268603242256	0.999884631518295
ALL_BATCH_6.2336.2_ORF_2	1958	+	1	1243	1374	132	0.7707	0.178390512717364	0.00016634631899776
ALL_BATCH_6.2336.2_ORF_3	1958	+	1	766	870	105	0.4537	0.861468278916285	0.000265348066662065
ALL_BATCH_6.2336.2_ORF_4	1958	-	3	1305	1207	99	0.6324	0.12246253884249	4.78047491768719e-05
ALL_BATCH_6.2336.2_ORF_5	1958	-	3	1689	1612	78	0.7448	0.135392458426691	2.90679439837913e-05
ALL_BATCH_6.2339.1_ORF_1	2005	+	2	74	220	147	0.7802	0.373394009308594	0.00031972788730928
ALL_BATCH_6.2339.1_ORF_2	2005	+	3	18	134	117	0.6225	0.366363748013964	0.000110524534409366
ALL_BATCH_6.2339.1_ORF_3	2005	+	3	687	770	84	0.7709	0.438885189359719	5.55608550949749e-05
ALL_BATCH_6.2339.1_ORF_4	2005	-	1	1486	1406	81	1.0391	0.189214118072604	3.66185081368182e-05
ALL_BATCH_6.2343.1_ORF_1	924	-	2	620	528	93	0.488	0.36837406785909	0.0161378897541281
ALL_BATCH_6.2343.1_ORF_2	924	+	2	842	922	81	0.7203	1.00947375127301	0.0582314480431004
ALL_BATCH_6.2343.1_ORF_3	924	-	1	282	205	78	0.8873	0.403318222688751	0.0160984608460258
ALL_BATCH_6.2343.2_ORF_1	1336	-	3	890	747	144	0.9978	0.991336135061708	0.0520046641500606
ALL_BATCH_6.2343.2_ORF_2	1336	+	1	967	1077	111	0.4714	-0.214621204505672	0.000783728191882426
ALL_BATCH_6.2343.2_ORF_3	1336	-	2	351	259	93	0.488	0.36837406785909	0.00176809730550325
ALL_BATCH_6.2343.2_ORF_4	1336	+	3	1035	1118	84	0.5926	0.435771023707269	0.00173473078352747
ALL_BATCH_6.2343.2_ORF_5	1336	-	1	448	368	81	0.6932	0.591929128283826	0.00248815943755576
ALL_BATCH_6.2344.1_ORF_1	351	+	1	1	213	213	0.9595	0.760089291880156	0.980620283062822
ALL_BATCH_6.2344.1_ORF_2	351	-	3	211	56	156	0.9877	0.000971044510792131	0.620861592699617
ALL_BATCH_6.2344.2_ORF_1	1760	+	1	832	1581	750	0.9021	0.979622398243612	0.999997483447955
ALL_BATCH_6.2344.2_ORF_2	1760	+	2	437	649	213	0.9595	0.760089291880156	0.024412500765008
ALL_BATCH_6.2344.2_ORF_3	1760	-	1	647	492	156	0.9877	0.000971044510792131	0.000809166799132114
ALL_BATCH_6.2344.2_ORF_4	1760	-	3	315	169	147	0.7475	0.831286649329107	0.00332862163354814
ALL_BATCH_6.2344.2_ORF_5	1760	+	2	1070	1162	93	1.0476	-0.149215311434822	9.13312784087819e-05
ALL_BATCH_6.2349.2_ORF_1	1188	+	3	798	920	123	0.8157	0.593189910708931	0.0215206376138401
ALL_BATCH_6.2349.2_ORF_2	1188	-	3	1174	1073	102	0.6551	1.21025102689116	0.0400249889759413
ALL_BATCH_6.2354.1_ORF_1	3914	-	1	2135	1035	1101	0.8742	1.11227004743518	0.999994313861835
ALL_BATCH_6.2354.1_ORF_2	3914	-	1	2834	2379	456	1.0186	0.958933403816766	0.000544760738972347
ALL_BATCH_6.2354.1_ORF_3	3914	+	2	2411	2716	306	0.8227	0.304770931799917	1.11819737170958e-06
ALL_BATCH_6.2354.1_ORF_4	3914	-	2	166	2	165	0.4807	0.0890367437196629	7.19748763469541e-09
ALL_BATCH_6.2354.1_ORF_5	3914	-	1	584	435	150	0.7161	-0.407479788032506	1.8199749189797e-09
ALL_BATCH_6.2358.1_ORF_1	5808	+	2	803	4429	3627	1.205	1.1538381043713	1
ALL_BATCH_6.2358.1_ORF_2	5808	-	1	5769	5386	384	1.021	1.21246173680389	4.0510884027483e-09
ALL_BATCH_6.2358.1_ORF_3	5808	+	3	4044	4232	189	0.9656	-0.233522098667281	3.96727865150734e-13
ALL_BATCH_6.2358.1_ORF_4	5808	-	2	5579	5400	180	1.0252	-0.0225016721120431	5.19476031652829e-13
ALL_BATCH_6.2358.1_ORF_5	5808	+	3	2694	2861	168	1.246	-0.493935089241406	1.50238038760764e-13
